-1106.95 , -22.1286 , -0 , 0.0441361 , 0.955864 , 2.18452 , 6400.16 , 10570.1 , 2.02 , 6.1158 , -1.55684 , 1.34175 , 903.512 , 4.63769 , 57.1821 , -1106.95 , 0 , -27.3559 , 6.83677 , 0 , 0 , 0.00176544 , 0.00864888 , 0.0382346 , 0.18731 , 0.0873809 , 0.428077 , 256.006 , 1280.03 , 422.804 , 2114.02 , 0.0807999 , 0.403999 , 0.244632 , 1.22316 , -0.0622737 , 0.311369 , 0.0536699 , 0.268349 , 36.1405 , 180.702 , 0.185508 , 0.927539 , 2.28728 , 11.4364 , 0.191436 , 0.160751 , 0.135936 , 0.116463 , 0.10254 , 0.0939926 , 0.0900097 , 0.0894493 , 0.0911365 , 0.0938045 , 0.0963649 , 0.0981705 , 0.098934 , 0
-963.382 , -22.9268 , 0.0181574 , 0.0157108 , 0.966132 , 2.37488 , 4618.23 , 9536.38 , 2.76938 , 9.8669 , -0.828738 , 2.90278 , 645.366 , 3.84894 , 89.4597 , -1035.17 , 71.7846 , -27.1429 , 6.76791 , 0.000726294 , 0.0035581 , 0.00239388 , 0.00905883 , 0.0768798 , 0.260716 , 0.182376 , 0.619054 , 440.736 , 1578.48 , 804.26 , 2847.24 , 0.191575 , 0.685562 , 0.639308 , 2.32171 , -0.0954233 , 0.352736 , 0.169781 , 0.639575 , 61.9551 , 222.066 , 0.339465 , 1.20536 , 5.86567 , 21.2347 , 0.0723659 , 0.0605118 , 0.0507445 , 0.043205 , 0.0379819 , 0.0350497 , 0.0340289 , 0.0342939 , 0.0352177 , 0.0362516 , 0.0369851 , 0.0372215 , 0.0369701 , 0
-1025.23 , -22.9283 , -0 , 0.016933 , 0.983067 , 2.12645 , 5120.49 , 9903.37 , 2.58321 , 8.77418 , -0.604343 , 3.85887 , 903.512 , 4.78346 , 77.418 , -1031.85 , 58.7988 , -26.9253 , 6.69758 , 0.000726294 , 0.0035581 , 0.0030712 , 0.00947786 , 0.116203 , 0.314702 , 0.267434 , 0.725148 , 645.555 , 1881.59 , 1200.39 , 3468.41 , 0.294904 , 0.858437 , 0.990275 , 2.91029 , -0.119597 , 0.37287 , 0.324136 , 1.00234 , 98.0956 , 286.298 , 0.530804 , 1.53888 , 8.96239 , 26.2803 , 0.0340025 , 0.0285083 , 0.0241086 , 0.0206859 , 0.0182116 , 0.016669 , 0.0159342 , 0.0157975 , 0.0160506 , 0.0164791 , 0.016876 , 0.0171388 , 0.0172542 , 0
-1256.25 , -23.1387 , 0.0337583 , 0.116442 , 0.8498 , 2.5056 , 7176.58 , 10942.6 , 1.85754 , 5.41615 , -0.86701 , 2.35057 , 2065.17 , 5.96419 , 38.6407 , -1087.95 , 109.701 , -26.7146 , 6.61685 , 0.00207663 , 0.00737971 , 0.00772886 , 0.024122 , 0.150195 , 0.344773 , 0.367658 , 0.844576 , 932.619 , 2366.54 , 1638.1 , 4101.15 , 0.369205 , 0.935378 , 1.20692 , 3.10535 , -0.154277 , 0.411218 , 0.418159 , 1.10711 , 180.702 , 502.557 , 0.769371 , 1.94705 , 10.508 , 27.3931 , 0.0383426 , 0.0316183 , 0.0272613 , 0.0244527 , 0.0225772 , 0.0212885 , 0.0204474 , 0.0199276 , 0.0196707 , 0.0195977 , 0.0195408 , 0.0194235 , 0.0192823 , 0
-1215.41 , -22.2571 , 0.0203986 , 0.0465884 , 0.933013 , 2.14843 , 5168.77 , 9960 , 2.59815 , 8.82022 , -0.463381 , 5.13029 , 1850.05 , 4.90434 , 54.4279 , -1113.44 , 110.574 , -26.4696 , 6.5407 , 0.00289257 , 0.00818839 , 0.0095924 , 0.0252272 , 0.187515 , 0.375613 , 0.453596 , 0.909595 , 1139.37 , 2582.47 , 2036.5 , 4559.34 , 0.473131 , 1.07002 , 1.55973 , 3.57142 , -0.172813 , 0.421532 , 0.62337 , 1.50947 , 254.704 , 624.076 , 0.965545 , 2.18017 , 12.6851 , 29.4767 , 0.0131095 , 0.0110391 , 0.00963626 , 0.00868095 , 0.00795897 , 0.00741771 , 0.00708236 , 0.00692681 , 0.00687441 , 0.00686232 , 0.0068615 , 0.00684774 , 0.00679004 , 0
-1387.91 , -21.8993 , -0 , 0.0742272 , 0.925773 , 1.97391 , 6185.5 , 10589.5 , 2.29077 , 7.17858 , -0.290958 , 7.58554 , 3011.71 , 6.897 , 39.7337 , -1159.19 , 143.706 , -26.254 , 6.4915 , 0.00289257 , 0.00818839 , 0.0125615 , 0.0281251 , 0.224546 , 0.400136 , 0.532552 , 0.951501 , 1386.79 , 2863.49 , 2460.08 , 5027.23 , 0.564762 , 1.16398 , 1.84687 , 3.8492 , -0.184451 , 0.425529 , 0.926792 , 2.14012 , 375.173 , 867.344 , 1.24142 , 2.5799 , 14.2745 , 30.5291 , 0.00356168 , 0.00279297 , 0.00237326 , 0.00212033 , 0.0019376 , 0.00181806 , 0.00176026 , 0.0017498 , 0.00176617 , 0.00178971 , 0.00180991 , 0.00182619 , 0.00183644 , 0
-721.418 , -22.3269 , 0.0197485 , 0.0671345 , 0.913117 , 2.37341 , 5938.59 , 10346.5 , 2.194 , 6.88307 , -1.27752 , 1.70404 , 731.415 , 4.61589 , 68.617 , -1096.65 , 202.899 , -20.645 , 3.74818 , 0.00368251 , 0.0088009 , 0.0152469 , 0.0299438 , 0.261071 , 0.419193 , 0.627489 , 1.01022 , 1624.33 , 3100.04 , 2873.94 , 5436.45 , 0.652522 , 1.24394 , 2.1222 , 4.08796 , -0.235552 , 0.496344 , 0.994954 , 2.16709 , 404.429 , 879.594 , 1.42606 , 2.7401 , 17.0192 , 33.4717 , 0.137926 , 0.1102 , 0.0885926 , 0.0736167 , 0.0653262 , 0.0628698 , 0.0644349 , 0.0678902 , 0.0713998 , 0.0736501 , 0.074059 , 0.0728281 , 0.0706489 , 0
-611.454 , -22.9176 , 0.0152209 , 0.0316479 , 0.953131 , 2.37613 , 5366.7 , 10035.8 , 2.43103 , 8.03205 , -1.06916 , 2.14754 , 860.488 , 4.38022 , 71.8002 , -1036 , 248.537 , -20.5561 , 3.57765 , 0.00429135 , 0.0090481 , 0.0165128 , 0.0299414 , 0.299196 , 0.436693 , 0.722534 , 1.05739 , 1839 , 3280.6 , 3275.37 , 5795.15 , 0.749763 , 1.33559 , 2.44348 , 4.39226 , -0.278318 , 0.540445 , 1.08086 , 2.20924 , 438.849 , 896.271 , 1.60127 , 2.87673 , 19.8912 , 36.4221 , 0.103424 , 0.0807739 , 0.0633532 , 0.052089 , 0.0467218 , 0.0459973 , 0.0481279 , 0.0512016 , 0.0536486 , 0.054628 , 0.054061 , 0.0524711 , 0.0506715 , 0
-528.868 , -22.444 , -0 , 0.0465692 , 0.953431 , 2.08156 , 5128.54 , 9942.58 , 2.63403 , 8.99986 , -0.645206 , 3.59999 , 1204.68 , 4.54484 , 80.8853 , -979.653 , 283.387 , -20.4935 , 3.48899 , 0.00429135 , 0.0090481 , 0.0183755 , 0.0303026 , 0.337333 , 0.450319 , 0.805796 , 1.07895 , 2044.14 , 3437.21 , 3673.07 , 6126.82 , 0.855124 , 1.43573 , 2.80347 , 4.74677 , -0.304126 , 0.555637 , 1.22485 , 2.3236 , 487.036 , 928.091 , 1.78306 , 3.01692 , 23.1266 , 39.8531 , 0.0362355 , 0.028418 , 0.0224998 , 0.0185135 , 0.0163523 , 0.0157536 , 0.0162234 , 0.0171887 , 0.0181669 , 0.0188135 , 0.0189782 , 0.0187426 , 0.0183065 , 0
-691.477 , -21.742 , 0.0228439 , 0.0456417 , 0.931514 , 2.21782 , 7839.79 , 11200.9 , 1.72519 , 4.89644 , -0.862747 , 2.24594 , 2323.32 , 6.16766 , 39.4892 , -950.835 , 282.403 , -20.4774 , 3.48595 , 0.0052051 , 0.00969868 , 0.0202012 , 0.0305147 , 0.374594 , 0.459313 , 0.894509 , 1.10002 , 2357.73 , 3777.95 , 4121.11 , 6523.52 , 0.924131 , 1.47661 , 2.99933 , 4.84674 , -0.338636 , 0.581813 , 1.31469 , 2.36662 , 579.969 , 1037.91 , 2.02977 , 3.25936 , 24.7062 , 40.6281 , 0.0394833 , 0.0295858 , 0.0229914 , 0.0189742 , 0.017147 , 0.0170237 , 0.0179408 , 0.0192064 , 0.0202801 , 0.0208205 , 0.0207588 , 0.0203047 , 0.0197326 , 0
