554.071 , -27.4246 , 0.00963397 , 0.0394445 , 0.940789 , 2.03473 , 7165.91 , 11018.1 , 1.98021 , 5.83361 , -0.672699 , 3.01812 , 1591.9 , 5.9653 , 52.8942 , 554.071 , 0 , -41.4662 , 5.3527 , 0.000385359 , 0.00188787 , 0.00157778 , 0.00772951 , 0.0376316 , 0.184356 , 0.0813892 , 0.398724 , 286.636 , 1433.18 , 440.723 , 2203.62 , 0.0792083 , 0.396042 , 0.233344 , 1.16672 , -0.026908 , 0.13454 , 0.120725 , 0.603625 , 63.6761 , 318.38 , 0.238612 , 1.19306 , 2.11577 , 10.5788 , 0.027658 , 0.0167572 , 0.0113565 , 0.0109695 , 0.0131222 , 0.0150542 , 0.0153237 , 0.0142682 , 0.013174 , 0.0129614 , 0.0135471 , 0.014211 , 0.0143661 , 0
301.558 , -25.9686 , 0.0113919 , 0.0328312 , 0.955777 , 2.18768 , 6434.79 , 10712.1 , 2.2101 , 6.82201 , -0.736447 , 2.89486 , 1591.9 , 5.39694 , 57.7824 , 427.814 , 126.257 , -41.2966 , 5.67399 , 0.000841033 , 0.0028629 , 0.00289103 , 0.00984847 , 0.0758626 , 0.257272 , 0.168896 , 0.573164 , 544.028 , 1926.21 , 869.206 , 3073.41 , 0.167612 , 0.59349 , 0.506225 , 1.79523 , -0.0563659 , 0.199487 , 0.236519 , 0.836403 , 127.352 , 450.258 , 0.45449 , 1.60887 , 4.42706 , 15.6673 , 0.0330563 , 0.0203718 , 0.0138633 , 0.0131656 , 0.0155249 , 0.017802 , 0.0182865 , 0.0172108 , 0.0159185 , 0.0154964 , 0.0160308 , 0.0168388 , 0.0171982 , 0
313.562 , -25.3185 , 0.0104239 , 0.0282438 , 0.961332 , 2.28665 , 4724.92 , 9762.76 , 2.9949 , 10.8838 , -0.533384 , 4.43667 , 1462.83 , 3.85279 , 68.2728 , 389.73 , 116.31 , -41.0251 , 6.07435 , 0.00125799 , 0.00341573 , 0.00402078 , 0.0110042 , 0.114316 , 0.309584 , 0.260362 , 0.705978 , 733.025 , 2145.52 , 1259.72 , 3641.2 , 0.287408 , 0.843213 , 0.941576 , 2.82154 , -0.0777012 , 0.226219 , 0.413986 , 1.2194 , 185.865 , 536.961 , 0.608601 , 1.78388 , 7.15797 , 20.7825 , 0.0206247 , 0.0126748 , 0.00853824 , 0.00813326 , 0.00968718 , 0.0111471 , 0.0114306 , 0.0107337 , 0.00992449 , 0.00967348 , 0.0100084 , 0.0104915 , 0.0106944 , 0
518.053 , -25.2459 , 0.00707748 , 0.0292384 , 0.956495 , 1.89894 , 4265.89 , 9477.54 , 3.36487 , 13.0341 , -0.295836 , 8.19637 , 1505.85 , 3.53952 , 92.4192 , 421.811 , 115.037 , -40.6958 , 6.45543 , 0.00154109 , 0.00358866 , 0.00519032 , 0.0120214 , 0.152576 , 0.349609 , 0.33632 , 0.772866 , 903.66 , 2308.93 , 1638.82 , 4105.03 , 0.422003 , 1.07884 , 1.46294 , 3.84143 , -0.0895347 , 0.233829 , 0.741841 , 2.04307 , 246.1 , 615.655 , 0.750182 , 1.91921 , 10.8547 , 27.813 , 0.00819327 , 0.00489022 , 0.00324448 , 0.00319418 , 0.00391787 , 0.00450641 , 0.0045386 , 0.00418074 , 0.00385667 , 0.00383087 , 0.00404045 , 0.00424152 , 0.00426241 , 0
496.799 , -25.5166 , 0.0102175 , 0.030261 , 0.949339 , 1.62013 , 5133.42 , 10091.7 , 2.88288 , 10.0864 , -0.274854 , 8.37036 , 1505.85 , 4.94235 , 97.956 , 436.809 , 107.175 , -40.3439 , 6.78109 , 0.00194979 , 0.00395318 , 0.00640076 , 0.0129272 , 0.190549 , 0.381112 , 0.401125 , 0.809026 , 1109 , 2526.91 , 2042.49 , 4574.38 , 0.537318 , 1.22325 , 1.86639 , 4.33889 , -0.100529 , 0.240203 , 1.07666 , 2.64134 , 306.334 , 685.372 , 0.947876 , 2.1588 , 14.773 , 34.0203 , 0.00699705 , 0.00410138 , 0.00272243 , 0.00274741 , 0.00340704 , 0.0038946 , 0.00386746 , 0.00351564 , 0.00324362 , 0.00326976 , 0.00349066 , 0.00366383 , 0.00365001 , 0
451.652 , -26.7606 , 0.0100282 , 0.0286604 , 0.951231 , 1.88311 , 5112.45 , 10063 , 2.86772 , 10.0367 , -0.286593 , 8.0822 , 1462.83 , 4.82029 , 91.4738 , 439.283 , 97.9933 , -40.0015 , 6.99438 , 0.00235091 , 0.0042338 , 0.00754717 , 0.0135639 , 0.228599 , 0.406807 , 0.476449 , 0.854555 , 1313.49 , 2725.94 , 2445.01 , 4997.55 , 0.652027 , 1.35103 , 2.26786 , 4.78074 , -0.111993 , 0.246947 , 1.39994 , 3.0967 , 364.847 , 745.204 , 1.14069 , 2.36428 , 18.4319 , 38.6274 , 0.00707861 , 0.00418898 , 0.00278836 , 0.00277781 , 0.00342127 , 0.00392705 , 0.0039311 , 0.00359346 , 0.00330814 , 0.00330896 , 0.00351635 , 0.00369545 , 0.00369652 , 0
452.863 , -26.6341 , 0.0104775 , 0.0286513 , 0.950228 , 2.37535 , 6248.81 , 10628.8 , 2.28515 , 7.16156 , -0.515829 , 4.17691 , 1333.76 , 5.74784 , 88.3986 , 441.223 , 90.8486 , -39.622 , 7.19582 , 0.00277001 , 0.0044911 , 0.00869322 , 0.0140785 , 0.266608 , 0.427536 , 0.571463 , 0.925413 , 1563.45 , 2998.77 , 2870.16 , 5430.87 , 0.743433 , 1.42624 , 2.55433 , 4.99069 , -0.132626 , 0.267631 , 1.56702 , 3.2074 , 418.197 , 791.508 , 1.3706 , 2.62894 , 21.9679 , 42.4812 , 0.0235372 , 0.0141445 , 0.00938744 , 0.00909834 , 0.0111036 , 0.0128906 , 0.0131395 , 0.0121517 , 0.0111115 , 0.0109099 , 0.0115045 , 0.0121947 , 0.0123602 , 0
508.739 , -26.804 , 0.0067971 , 0.025678 , 0.960587 , 2.49356 , 5072.69 , 10005.4 , 2.83713 , 9.94147 , -0.496841 , 4.67084 , 1376.78 , 4.45128 , 119.54 , 449.662 , 87.8656 , -39.2787 , 7.37436 , 0.0030419 , 0.00452083 , 0.00972034 , 0.014341 , 0.305031 , 0.44467 , 0.671206 , 0.990533 , 1766.36 , 3165.74 , 3270.37 , 5787.8 , 0.856918 , 1.53497 , 2.95199 , 5.37218 , -0.152499 , 0.285483 , 1.75385 , 3.34067 , 473.268 , 838.037 , 1.54865 , 2.77559 , 26.7495 , 48.7467 , 0.0276472 , 0.0163379 , 0.0108271 , 0.0108391 , 0.0134446 , 0.0154501 , 0.0154138 , 0.0140081 , 0.0128305 , 0.0128507 , 0.0137553 , 0.0145239 , 0.0144822 , 0
494.361 , -26.3092 , 0.0124483 , 0.0282073 , 0.947398 , 1.83955 , 5936.16 , 10504.3 , 2.45442 , 7.92033 , -0.411698 , 5.33227 , 1247.71 , 5.45888 , 159.171 , 454.629 , 84.0231 , -38.9395 , 7.56654 , 0.00353983 , 0.00483312 , 0.0108486 , 0.0146384 , 0.342927 , 0.457251 , 0.744788 , 1.00614 , 2003.8 , 3381.04 , 3690.54 , 6157.29 , 0.955095 , 1.61155 , 3.2688 , 5.60085 , -0.168967 , 0.29712 , 1.96714 , 3.50677 , 523.177 , 874.401 , 1.76701 , 2.9826 , 33.1163 , 58.2208 , 0.0339511 , 0.0199579 , 0.0130208 , 0.0129883 , 0.0163588 , 0.0190562 , 0.0190965 , 0.017256 , 0.0156391 , 0.0156096 , 0.0168195 , 0.0179061 , 0.017911 , 0
513.793 , -27.2295 , -0 , 0.0255172 , 0.974483 , 2.15965 , 5030.29 , 10021.5 , 2.92349 , 10.342 , -0.371322 , 6.2335 , 1247.71 , 4.34049 , 164.73 , 460.545 , 81.6635 , -38.6375 , 7.69083 , 0.00353983 , 0.00483312 , 0.0118693 , 0.0147357 , 0.381906 , 0.467771 , 0.831174 , 1.03089 , 2205.01 , 3527.55 , 4091.4 , 6475.3 , 1.07203 , 1.71435 , 3.68248 , 5.97058 , -0.18382 , 0.30626 , 2.21648 , 3.72178 , 573.085 , 909.312 , 1.94063 , 3.10636 , 39.7055 , 66.8961 , 0.0278146 , 0.0162508 , 0.0106043 , 0.0106856 , 0.0134961 , 0.0156532 , 0.0155873 , 0.0140328 , 0.0127605 , 0.0128367 , 0.0138813 , 0.0147286 , 0.0146352 , 0
